query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
black,TRUE,0.00458201490385361,887,1815,126,0.0694214876033058,0.142051860202931,GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT,19255,8355,list()
black,TRUE,0.0090791663572748,372,1815,63,0.0347107438016529,0.169354838709677,GOBP_GOLGI_VESICLE_TRANSPORT,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_GOLGI_VESICLE_TRANSPORT,19255,4278,list()
black,TRUE,0.00994248933242122,99,1815,25,0.0137741046831956,0.252525252525253,GOBP_AUTOPHAGOSOME_ORGANIZATION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_AUTOPHAGOSOME_ORGANIZATION,19255,7090,list()
black,TRUE,0.00994248933242122,99,1815,25,0.0137741046831956,0.252525252525253,GOCC_AUTOPHAGOSOME,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_AUTOPHAGOSOME,19255,7634,list()
black,TRUE,0.0113045646360203,536,1815,83,0.0457300275482094,0.154850746268657,GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM,19255,5353,list()
black,TRUE,0.0236380066334528,110,1815,26,0.0143250688705234,0.236363636363636,GOBP_ORGANELLE_MEMBRANE_FUSION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ORGANELLE_MEMBRANE_FUSION,19255,5993,list()
black,TRUE,0.0270477274974282,275,1815,49,0.0269972451790634,0.178181818181818,GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,19255,5877,list()
black,TRUE,0.0273284451155918,172,1815,35,0.0192837465564738,0.203488372093023,GOBP_MEMBRANE_FUSION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MEMBRANE_FUSION,19255,5234,list()
black,TRUE,0.0330967212928042,1981,1815,241,0.132782369146005,0.121655729429581,GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION,19255,5510,list()
black,TRUE,0.0435987600625396,303,1815,52,0.0286501377410468,0.171617161716172,GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS,19255,5666,list()
black,TRUE,0.0475840466026231,235,1815,43,0.0236914600550964,0.182978723404255,GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS,19255,2475,list()
black,TRUE,0.0479087948404421,1982,1815,240,0.132231404958678,0.12108980827447,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,19255,3866,list()
black,TRUE,0.00872886449058622,145,1109,30,0.0270513976555455,0.206896551724138,JAK2_DN.V1_DN,c6.all.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/JAK2_DN.V1_DN,10915,81,list()
black,TRUE,0.0151391417938458,272,372,41,0.110215053763441,0.150735294117647,MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN,genesets_ewing_sarcoma,> Genes down-regulated in at least 8 of 11 sarcoma cell lines by trabectedin [PubChem=3199].,3899,10,list()
black,TRUE,0.000169861235062166,96,425,24,0.0564705882352941,0.25,HALLMARK_PROTEIN_SECRETION,h.all.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_PROTEIN_SECRETION,4383,17,list()
brown4,TRUE,0.0225094881013983,24,239,5,0.0209205020920502,0.208333333333333,GOBP_IRON_SULFUR_CLUSTER_ASSEMBLY,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_IRON_SULFUR_CLUSTER_ASSEMBLY,19255,1890,list()
cyan,TRUE,4.49844130504962e-05,1283,851,100,0.117508813160987,0.0779423226812159,GOCC_SYNAPSE,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_SYNAPSE,19255,8160,list()
cyan,TRUE,0.000325161500074258,712,851,63,0.0740305522914219,0.0884831460674157,GOBP_SYNAPTIC_SIGNALING,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_SYNAPTIC_SIGNALING,19255,6304,list()
cyan,TRUE,0.00192025214540071,604,851,54,0.063454759106933,0.0894039735099338,GOCC_POSTSYNAPSE,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_POSTSYNAPSE,19255,8357,list()
cyan,TRUE,0.00574210231778442,1772,851,119,0.139835487661575,0.0671557562076749,GOCC_ORGANELLE_SUBCOMPARTMENT,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_ORGANELLE_SUBCOMPARTMENT,19255,7940,list()
cyan,TRUE,0.0128785756820732,1357,851,95,0.111633372502938,0.0700073691967576,GOBP_NEURON_DIFFERENTIATION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEURON_DIFFERENTIATION,19255,2241,list()
cyan,TRUE,0.0216472170879953,705,851,57,0.0669800235017626,0.0808510638297872,GOMF_CALCIUM_ION_BINDING,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_CALCIUM_ION_BINDING,19255,8884,list()
cyan,TRUE,0.0226540323585145,1321,851,92,0.108108108108108,0.0696442089326268,GOCC_NEURON_PROJECTION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_NEURON_PROJECTION,19255,8097,list()
cyan,TRUE,0.0270176164435677,1567,851,105,0.123384253819036,0.0670070197830249,GOBP_CELL_PROJECTION_ORGANIZATION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELL_PROJECTION_ORGANIZATION,19255,2213,list()
cyan,TRUE,0.041031051657143,167,851,21,0.0246768507638073,0.125748502994012,GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,19255,1043,list()
cyan,TRUE,2.47003033706847e-07,32,205,12,0.0585365853658537,0.375,STAEGE_EWING_FAMILY_TUMOR,genesets_ewing_sarcoma,> Genes up-regulated in Ewing family tumors (EFT) compared with normal bone marrow samples.,3899,19,list()
cyan,TRUE,0.000390781315282903,435,205,42,0.204878048780488,0.096551724137931,RIGGI_EWING_SARCOMA_PROGENITOR_UP,genesets_ewing_sarcoma,> Genes up-regulated in mesenchymal stem cells (MSC) engineered to express EWS-FLI1 [GeneID=2130;2321] fusion protein.,3899,13,list()
darkgreen,TRUE,0.000402986798832029,135,194,17,0.0876288659793814,0.125925925925926,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,c2.cp.kegg.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,5245,109,list()
darkgreen,TRUE,0.00515629772722309,52,194,9,0.0463917525773196,0.173076923076923,KEGG_ENDOMETRIAL_CANCER,c2.cp.kegg.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_ENDOMETRIAL_CANCER,5245,171,list()
darkgreen,TRUE,0.00884342631964497,44,194,8,0.0412371134020619,0.181818181818182,KEGG_LYSINE_DEGRADATION,c2.cp.kegg.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_LYSINE_DEGRADATION,5245,55,list()
darkgreen,TRUE,0.0172455906818488,325,194,25,0.128865979381443,0.0769230769230769,KEGG_PATHWAYS_IN_CANCER,c2.cp.kegg.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_PATHWAYS_IN_CANCER,5245,167,list()
darkgreen,TRUE,0.0201675338876086,89,194,11,0.0567010309278351,0.123595505617978,KEGG_PROSTATE_CANCER,c2.cp.kegg.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_PROSTATE_CANCER,5245,173,list()
darkgreen,TRUE,0.0499680991834973,84,194,10,0.0515463917525773,0.119047619047619,KEGG_SMALL_CELL_LUNG_CANCER,c2.cp.kegg.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_SMALL_CELL_LUNG_CANCER,5245,180,list()
darkgreen,TRUE,0.000343637244886794,43,450,11,0.0244444444444444,0.255813953488372,REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS,c2.cp.reactome.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS,10968,650,list()
darkgreen,TRUE,0.00538485392151459,394,450,35,0.0777777777777778,0.0888324873096447,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,c2.cp.reactome.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,10968,980,list()
darkgreen,TRUE,0.0123470054063184,1435,450,89,0.197777777777778,0.062020905923345,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,c2.cp.reactome.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,10968,1031,list()
darkgreen,TRUE,0.0162783377577728,110,450,15,0.0333333333333333,0.136363636363636,REACTOME_NUCLEOTIDE_EXCISION_REPAIR,c2.cp.reactome.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NUCLEOTIDE_EXCISION_REPAIR,10968,1028,list()
darkgreen,TRUE,0.0290788161706874,78,450,12,0.0266666666666667,0.153846153846154,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,c2.cp.reactome.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,10968,1039,list()
darkgreen,TRUE,0.0437681449482116,20,450,6,0.0133333333333333,0.3,REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE,c2.cp.reactome.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE,10968,1541,list()
darkgreen,TRUE,0.00146564949738151,58,268,13,0.0485074626865672,0.224137931034483,GCM_PTPRD,c4.cgn.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GCM_PTPRD,4883,146,list()
darkgreen,TRUE,0.00806331160513758,173,268,23,0.0858208955223881,0.132947976878613,GCM_MLL,c4.cgn.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GCM_MLL,4883,136,list()
darkgreen,TRUE,0.00830860650892344,77,268,14,0.0522388059701493,0.181818181818182,GCM_SUFU,c4.cgn.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GCM_SUFU,4883,156,list()
darkgreen,TRUE,0.0232077462951272,127,268,18,0.0671641791044776,0.141732283464567,GCM_NCAM1,c4.cgn.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GCM_NCAM1,4883,139,list()
darkgreen,TRUE,7.9515657167313e-08,1160,756,93,0.123015873015873,0.0801724137931034,GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,19255,5499,list()
darkgreen,TRUE,1.70796028604527e-06,957,756,78,0.103174603174603,0.0815047021943574,GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION,19255,2606,list()
darkgreen,TRUE,7.69882097414375e-05,1006,756,76,0.100529100529101,0.0755467196819085,GOBP_REGULATION_OF_CATABOLIC_PROCESS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_CATABOLIC_PROCESS,19255,1420,list()
darkgreen,TRUE,8.50621260511908e-05,1234,756,88,0.116402116402116,0.0713128038897893,GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX,19255,8428,list()
darkgreen,TRUE,9.92402683627696e-05,1200,756,86,0.113756613756614,0.0716666666666667,GOBP_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,19255,3756,list()
darkgreen,TRUE,0.000100433645996445,655,756,56,0.0740740740740741,0.0854961832061069,GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS,19255,3698,list()
darkgreen,TRUE,0.000107041749095925,796,756,64,0.0846560846560847,0.0804020100502513,GOBP_CELLULAR_PROTEIN_CATABOLIC_PROCESS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELLULAR_PROTEIN_CATABOLIC_PROCESS,19255,3754,list()
darkgreen,TRUE,0.000304075369871167,947,756,71,0.0939153439153439,0.074973600844773,GOBP_PROTEIN_CATABOLIC_PROCESS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_PROTEIN_CATABOLIC_PROCESS,19255,2235,list()
darkgreen,TRUE,0.000330686897751383,767,756,61,0.0806878306878307,0.0795306388526728,GOCC_TRANSFERASE_COMPLEX,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_TRANSFERASE_COMPLEX,19255,8458,list()
darkgreen,TRUE,0.000356061156576987,733,756,59,0.078042328042328,0.0804911323328786,GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX,19255,8430,list()
darkgreen,TRUE,0.000507599224410552,1226,756,85,0.112433862433862,0.0693311582381729,GOMF_ENZYME_REGULATOR_ACTIVITY,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_ENZYME_REGULATOR_ACTIVITY,19255,9445,list()
darkgreen,TRUE,0.000544879005037809,869,756,66,0.0873015873015873,0.0759493670886076,GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS,19255,986,list()
darkgreen,TRUE,0.000976517159495823,461,756,42,0.0555555555555556,0.0911062906724512,GOBP_COVALENT_CHROMATIN_MODIFICATION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_COVALENT_CHROMATIN_MODIFICATION,19255,1922,list()
darkgreen,TRUE,0.00127342326047808,103,756,17,0.0224867724867725,0.16504854368932,GOCC_PML_BODY,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_PML_BODY,19255,7760,list()
darkgreen,TRUE,0.00138652649673321,1394,756,92,0.121693121693122,0.0659971305595409,GOCC_CATALYTIC_COMPLEX,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_CATALYTIC_COMPLEX,19255,8434,list()
darkgreen,TRUE,0.0016871960792186,1010,756,72,0.0952380952380952,0.0712871287128713,GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY,19255,4705,list()
darkgreen,TRUE,0.00220088778952083,1429,756,93,0.123015873015873,0.0650804758572428,GOBP_MACROMOLECULE_CATABOLIC_PROCESS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MACROMOLECULE_CATABOLIC_PROCESS,19255,1248,list()
darkgreen,TRUE,0.00295863953560441,619,756,50,0.0661375661375661,0.0807754442649435,GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS,19255,2731,list()
darkgreen,TRUE,0.00385221928376922,452,756,40,0.0529100529100529,0.0884955752212389,GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_UBIQUITIN_LIKE_PROTEIN_TRANSFERASE_ACTIVITY,19255,9379,list()
darkgreen,TRUE,0.00459372306101477,558,756,46,0.0608465608465608,0.0824372759856631,GOMF_CHROMATIN_BINDING,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_CHROMATIN_BINDING,19255,8559,list()
darkgreen,TRUE,0.00461059698518058,848,756,62,0.082010582010582,0.0731132075471698,GOBP_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,19255,2413,list()
darkgreen,TRUE,0.00602352886478078,91,756,15,0.0198412698412698,0.164835164835165,GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,19255,3396,list()
darkgreen,TRUE,0.00745447295796124,1269,756,83,0.10978835978836,0.0654058313632782,GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION,19255,1958,list()
darkgreen,TRUE,0.00826602009833012,807,756,59,0.078042328042328,0.0731102850061958,GOBP_CHROMATIN_ORGANIZATION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CHROMATIN_ORGANIZATION,19255,723,list()
darkgreen,TRUE,0.013234152770808,510,756,42,0.0555555555555556,0.0823529411764706,GOMF_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY,19255,9939,list()
darkgreen,TRUE,0.0160450915650506,1519,756,94,0.124338624338624,0.0618828176431863,GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,19255,4046,list()
darkgreen,TRUE,0.0175512764951158,827,756,59,0.078042328042328,0.0713422007255139,GOCC_NUCLEAR_BODY,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_NUCLEAR_BODY,19255,7759,list()
darkgreen,TRUE,0.0175718761228068,569,756,45,0.0595238095238095,0.0790861159929701,GOBP_DNA_REPAIR,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_DNA_REPAIR,19255,701,list()
darkgreen,TRUE,0.0234167438983693,271,756,27,0.0357142857142857,0.0996309963099631,GOMF_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING,19255,9948,list()
darkgreen,TRUE,0.0272851464612965,128,756,17,0.0224867724867725,0.1328125,GOMF_SH3_DOMAIN_BINDING,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_SH3_DOMAIN_BINDING,19255,9337,list()
darkgreen,TRUE,0.0288062100951783,690,756,51,0.0674603174603175,0.0739130434782609,GOMF_PROTEIN_DOMAIN_SPECIFIC_BINDING,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_PROTEIN_DOMAIN_SPECIFIC_BINDING,19255,9403,list()
darkgreen,TRUE,0.030145595318065,997,756,67,0.0886243386243386,0.0672016048144433,GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,19255,3777,list()
darkgreen,TRUE,0.0337522724722314,391,756,34,0.044973544973545,0.0869565217391304,GOBP_PEPTIDYL_LYSINE_MODIFICATION,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_PEPTIDYL_LYSINE_MODIFICATION,19255,1964,list()
darkgreen,TRUE,0.0380221437215151,462,756,38,0.0502645502645503,0.0822510822510823,GOCC_NUCLEAR_ENVELOPE,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_NUCLEAR_ENVELOPE,19255,7581,list()
darkgreen,TRUE,0.0457351717060495,1332,756,83,0.10978835978836,0.0623123123123123,GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS,19255,6555,list()
darkgreen,TRUE,0.0490799147127597,220,756,23,0.0304232804232804,0.104545454545455,GOMF_KINASE_REGULATOR_ACTIVITY,c5.go.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_KINASE_REGULATOR_ACTIVITY,19255,9363,list()
darkgreen,TRUE,0.00315199970884641,285,448,27,0.0602678571428571,0.0947368421052632,TBK1.DF_DN,c6.all.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/TBK1.DF_DN,10915,112,list()
darkgreen,TRUE,0.00390089941250336,100,448,14,0.03125,0.14,EIF4E_DN,c6.all.v7.4.symbols,http://www.gsea-msigdb.org/gsea/msigdb/cards/EIF4E_DN,10915,46,list()
